name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Tarka y Ocarina (Diablada-Trote-Kotaiki),Los Jaivas,Los Jaivas,3sbeeC62ewTzE1ywXAx0WI,1975-01-01,37,798626,0.32,0.32,0.512,0.745,0.0941,0.223,-15.235,0.040999999999999995,95.57600000000001,0,4
Como Deseo Ser Tu Amor,Los Galos,Los Galos,6w3nGn8UgfXhsubUyUAXJf,1970-06-13,37,226115,0.413,0.7909999999999999,0.616,0.00318,0.24100000000000002,0.414,-4.978,0.0371,90.166,9,4
Hoy,Coleccion de Oro 20 Exitos,Los Solitarios,7Bhx4Gbb2OV4cjsONYEVWf,1967-06-30,37,152241,0.46,0.0973,0.597,0.0,0.0513,0.8190000000000001,-6.03,0.027999999999999997,89.787,4,4
Hoy,12 Grandes exitos Vol. 2,Los Solitarios,5nJhKycfoC8g3ENqwUfj4O,1976-03-04,35,154546,0.47100000000000003,0.172,0.4970000000000001,0.0,0.0914,0.74,-9.246,0.0272,89.839,4,4
Somos un corazón,Antología. . . Los Solitarios,Los Solitarios,5SevxrD3IuTyu4y3YcPrLe,1976-03-04,35,164546,0.366,0.0932,0.33299999999999996,2.36e-06,0.233,0.601,-12.817,0.0335,101.773,7,3
Un desengaño más,Serie Diamante (USA),Los Solitarios,2ZYiOLzKRy7JuD5GqZdXrs,1976-03-31,33,189226,0.271,0.63,0.326,0.0731,0.23600000000000002,0.444,-13.255,0.0273,91.82600000000001,7,4
Hay cosas inolvidables,Serie Diamante (USA),Los Solitarios,3u8yV3BNmVKhh4epeyS7dG,1976-03-31,33,169680,0.387,0.711,0.51,4.16e-06,0.161,0.64,-9.855,0.0327,96.83,0,4
Un Mar de Gente,Los Jaivas,Los Jaivas,5F2dixXnuqUAIdCspNUDPP,1975-01-01,33,249186,0.45799999999999996,0.537,0.584,0.00238,0.624,0.627,-11.046,0.0568,152.042,5,4
No Toques Esa Canción - 2004 Remaster,Antologia 1963-1975 / 52 Clásicos Remasterizados,The Ramblers,0W2hGHoW37ap4pzymJkWMF,1963-01-01,33,186320,0.662,0.0727,0.583,6.73e-06,0.231,0.6809999999999999,-5.591,0.0297,104.18799999999999,0,4
Eres Exquisita - 2004 Digital Remaster,Antologia 1963-1975 / 52 Clásicos Remasterizados,The Ramblers,36nlF6kv1TTlXvpZYTKv9o,1963-01-01,33,159973,0.528,0.48200000000000004,0.479,0.0,0.049,0.9570000000000001,-7.6720000000000015,0.0358,90.545,9,4
Mira Lo Que Son las Cosas,Coleccion de Oro 20 Exitos,Los Solitarios,1VnIPuUvSwuEn2ZBZbM1Bz,1967-06-30,33,166635,0.5,0.708,0.423,0.0,0.273,0.47200000000000003,-7.5520000000000005,0.0268,82.45700000000002,2,4
Crimson & Clover,Psychedelic Drugstore - Remastered,Aguaturbia,67kP4RjiGxSggSO5YniuLC,1970-01-01,33,635271,0.272,0.0026,0.8320000000000001,0.147,0.0547,0.625,-6.896,0.0632,85.399,0,4
Quemame Los Ojos,20 Grandes Exitos,Orquesta Huambaly,7AdqGds5g5v7Tt1IrG0ap7,1953-01-01,31,201866,0.447,0.75,0.319,5.7999999999999994e-05,0.188,0.7390000000000001,-9.253,0.0371,182.612,2,4
No Llores Corazon,Coleccion de Oro 20 Exitos,Los Solitarios,1bNtgPaWrbsplBTQ58Boq0,1967-06-30,31,173035,0.374,0.536,0.647,0.00119,0.336,0.562,-6.3870000000000005,0.0335,85.51899999999998,0,4
Canción del Sur,Canción del Sur,Los Jaivas,3QpRCEJpMHzoqZIY8OjgGw,1977-03-30,31,461928,0.247,0.0793,0.47600000000000003,0.6579999999999999,0.0919,0.161,-10.424000000000001,0.0334,149.513,9,3
Foto De Primera Comunión,El Volantin,Los Jaivas,4ZwUPbBuqPHPUJsnFUqplW,1971-01-01,31,393306,0.4370000000000001,0.24600000000000002,0.7709999999999999,9.279999999999999e-05,0.149,0.748,-9.122,0.0356,116.77600000000001,4,4
Ayer La Ví,La Orq. De los Años Felices,The Ramblers,28bGSe2tXnv3cJkJO8yc0x,1963-01-01,31,191306,0.529,0.68,0.396,0.0,0.0774,0.524,-11.209000000000001,0.0335,104.666,0,4
Lo Que Te Queda,Coleccion de Oro 20 Exitos,Los Solitarios,1cPDKF3cJAoJA3ik2IhL5d,1967-06-30,31,145972,0.226,0.11,0.506,1.34e-05,0.3720000000000001,0.551,-6.952999999999999,0.0307,174.168,7,3
El Bodeguero,20 Grandes Exitos,Orquesta Huambaly,2vxfe0lr0BD7nW5ALXiNX6,1953-01-01,31,172266,0.733,0.5720000000000001,0.552,0.0006320000000000001,0.109,0.9670000000000001,-10.922,0.0463,124.694,8,4
Poema,El Mundo Diferente De (Remastered),Los Hermanos Arriagada,70pgnFns8UgV5bA6h0aIH9,1954-06-05,31,162480,0.596,0.784,0.39899999999999997,0.0,0.0767,0.547,-11.315,0.0329,104.24799999999999,0,4
Pensar,Coleccion de Oro 20 Exitos,Los Solitarios,0hU18qeq3cFdThLQBp63up,1967-06-30,29,187559,0.539,0.627,0.451,0.0,0.141,0.478,-7.9179999999999975,0.0323,73.725,0,4
Mi Amor Es para Ti,Coleccion de Oro 20 Exitos,Los Solitarios,00Zkm9QsmMpNGvptmL3R6h,1967-06-30,29,168542,0.42200000000000004,0.541,0.5479999999999999,0.0,0.122,0.5770000000000001,-5.72,0.0283,77.28699999999998,2,4
Frescura Antigua,Canción del Sur,Los Jaivas,1Jy9T9TKNbUcJCFnCTnG2V,1977-03-30,29,192672,0.32799999999999996,0.6559999999999999,0.498,0.9490000000000001,0.223,0.429,-13.350999999999999,0.0465,92.62299999999999,7,4
Nuestro Error,Coleccion de Oro 20 Exitos,Los Solitarios,2qh48qmdGnbcmpIaa2C9Tc,1967-06-30,29,168045,0.364,0.389,0.594,0.0,0.121,0.638,-6.82,0.0331,93.553,0,4
Prende Una Mechita - 2004 Digital Remaster,Antologia 1963-1975 / 52 Clásicos Remasterizados,The Ramblers,4o0wi7e3BSozYAO0uSt9mT,1963-01-01,29,114586,0.682,0.728,0.9229999999999999,0.000105,0.0502,0.9470000000000001,-6.31,0.0817,84.031,2,4
